Date,price,VIX,TNX,returns,momentum_20,realised_vol_20,ma_50,trend,vol_adj_mom,yield_change,trend_strength,market_regime,trend_direction
2024-09-19,559.2125244140625,16.329999923706055,3.740000009536743,0.017064378139772574,0.01847964688790893,0.009334646108223803,539.01119140625,0.03747850384165195,1.979471658810004,0.05500006675720215,0.03747850384165195,trend,1.0
2024-09-20,558.245849609375,16.149999618530273,3.7279999256134033,-0.0017286358271398905,0.024761876164737684,0.009128828864174912,539.2758837890625,0.035176736788275494,2.7121949965461356,-0.012000083923339844,0.035176736788275494,trend,1.0
2024-09-23,559.6408081054688,15.890000343322754,3.739000082015991,0.002498824661338439,0.016521605901823166,0.008867303921780211,539.4997204589844,0.03733289728000074,1.8629950041796317,0.01100015640258789,0.03733289728000074,trend,1.0
2024-09-24,561.2421264648438,15.390000343322754,3.736000061035156,0.002861332369231473,0.02186622956284978,0.008843937900711349,539.7254174804688,0.03986602870181414,2.472174458239125,-0.003000020980835405,0.03986602870181414,trend,1.0
2024-09-25,560.0042724609375,15.40999984741211,3.7809998989105225,-0.0022055614600836604,0.018214219049599745,0.008874683105630037,539.8611315917968,0.037311707938202564,2.052148418643527,0.044999837875366655,0.037311707938202564,trend,1.0
2024-09-26,562.2244873046875,15.369999885559082,3.7909998893737793,0.003964639116043278,0.028220375147245624,0.008751858464937257,540.1963842773438,0.04077795347855236,3.224132466015823,0.009999990463256836,0.04077795347855236,trend,1.0
2024-09-27,561.4091796875,16.959999084472656,3.749000072479248,-0.0014501460459257487,0.02663728398280618,0.008771012075220378,540.5991674804687,0.038494347492281526,3.0366219009265305,-0.04199981689453125,0.038494347492281526,trend,1.0
2024-09-30,563.6588134765625,16.729999542236328,3.802000045776367,0.004007119709575679,0.021004645771657948,0.008584123437481887,541.118828125,0.041654409678673475,2.446632937151903,0.05299997329711914,0.041654409678673475,trend,1.0
2024-10-01,558.6093139648438,19.26000022888184,3.743000030517578,-0.008958432638663472,0.03311870453775034,0.007345149521604519,541.4266333007813,0.03173593541069279,4.508307983706365,-0.05900001525878906,0.03173593541069279,chop,1.0
2024-10-02,558.8451538085938,18.899999618530277,3.785000085830689,0.0004221910337944834,0.03567465986119478,0.007300252194510807,541.7561962890625,0.03154363094799417,4.88610157693437,0.042000055313110796,0.03154363094799417,chop,1.0
2024-10-03,557.8233642578125,20.489999771118164,3.849999904632568,-0.0018283947598322081,0.03630148084406937,0.0072831478756868176,542.3111511230469,0.028603898523277795,4.983627661546688,0.064999818801879,0.028603898523277795,chop,1.0
2024-10-04,562.892578125,19.209999084472656,3.9809999465942383,0.00908748932367165,0.06361987254458845,0.005981427737894857,543.0227282714844,0.03659119373652006,10.634457336040551,0.13100004196167037,0.03659119373652006,trend,1.0
2024-10-07,557.8037109375,22.63999938964844,4.026000022888184,-0.00904056543870424,0.0423338463422962,0.006246533173317715,543.5144140625,0.026290557352830077,6.7760898850601965,0.04500007629394531,0.026290557352830077,chop,1.0
2024-10-08,563.0792846679688,21.420000076293945,4.0329999923706055,0.009457760188798403,0.047628981246679025,0.006444809166185001,544.105341796875,0.03487181877030182,7.389139209479356,0.006999969482421875,0.03487181877030182,chop,1.0
2024-10-09,566.9793090820312,20.86000061035156,4.066999912261963,0.006926243817266808,0.0441728791920426,0.006270236257704598,544.8283312988282,0.04065680235533434,7.043727484795922,0.03399991989135742,0.04065680235533434,trend,1.0
2024-10-10,565.9871215820312,20.93000030517578,4.0960001945495605,-0.001749953629888945,0.03363898795119491,0.006148758744941968,545.3589099121094,0.037825019991414986,5.469968716880509,0.029000282287597656,0.037825019991414986,trend,1.0
2024-10-11,569.3763427734375,20.459999084472656,4.072999954223633,0.005988159557293038,0.03442593102261404,0.006174337778123386,546.11005859375,0.04260365436153829,5.574744614710887,-0.023000240325927734,0.04260365436153829,trend,1.0
2024-10-14,574.0328979492188,19.700000762939453,4.0980000495910645,0.008178343260802023,0.041347737402400275,0.006340521442854061,547.1523693847656,0.04912804927570431,6.520160465434198,0.02500009536743164,0.04912804927570431,trend,1.0
2024-10-15,569.5728149414062,20.63999938964844,4.038000106811523,-0.007769734145458451,0.03283464374331846,0.006704985797079553,548.409482421875,0.03859038400661875,4.896318712398392,-0.059999942779541016,0.03859038400661875,trend,1.0
